ticket_id,created_at,updated_at,customer_id,assigned_agent_id,category_id,priority,status,subject,description,resolution_notes,sla_hours,first_response_at,resolved_at,closed_at,sla_breached,escalated,escalation_reason,satisfaction_score
TKT-00112,2026-06-17T07:50:09,2026-06-18T04:40:55,CUST-004,AGT-006,CAT-009,P4,In Progress,Finance application crashes when generating month-end reports,The finance application is crashing with an unhandled exception error whenever users attempt to generate month-end summary reports. The error log shows System.OutOfMemoryException in the report_generator.dll module. This is blocking the monthly close process and the finance team cannot complete period-end activities.,,72,2026-06-17T08:46:04,,,True,False,,
TKT-00113,2026-06-30T07:01:16,2026-06-30T07:36:27,CUST-005,,CAT-012,P3,Open,MFA authenticator app inaccessible after phone replacement,Mobile phone was replaced and the Microsoft Authenticator app data was not transferred to the new device. MFA challenges cannot be completed and login to all corporate systems is blocked. Old phone is available but the SIM card has been transferred to the new device.,,24,,,,True,False,,
TKT-00114,2026-06-15T07:15:19,2026-06-15T23:22:53,CUST-017,AGT-001,CAT-012,P3,In Progress,Account locked out after return from leave — urgent client call in 45 minutes,"Account locked out after multiple failed login attempts on returning from annual leave. Unable to access email, VPN, or any corporate systems. A client call is scheduled in 45 minutes that requires access to CRM and the shared presentation drive. Urgent assistance needed.",,24,2026-06-15T08:02:48,,,True,False,,
TKT-00115,2026-06-28T10:32:36,2026-06-28T11:11:24,CUST-003,,CAT-012,P2,Open,MFA authenticator app inaccessible after phone replacement,Mobile phone was replaced and the Microsoft Authenticator app data was not transferred to the new device. MFA challenges cannot be completed and login to all corporate systems is blocked. Old phone is available but the SIM card has been transferred to the new device.,,8,,,,True,True,Business impact confirmed — production system down affecting multiple users,
TKT-00116,2026-06-29T10:33:23,2026-06-29T11:21:38,CUST-014,,CAT-008,P2,Open,Database query performance degraded after weekend maintenance,"Following the weekend maintenance window, database query performance has degraded significantly across multiple business applications. Queries that previously completed in under 1 second are now taking 15-30 seconds. Applications are displaying timeout errors to end users.",,8,,,,True,False,,
TKT-00117,2026-04-05T07:16:47,2026-04-09T10:01:07,CUST-001,AGT-001,CAT-011,P3,Closed,Contractor requires VPN and development environment access for 3-month engagement,A contractor joining on Monday is beginning a 3-month engagement and requires VPN access and credentials for the development environment. Network access should be restricted to the development VLAN only. Project lead approval is attached.,VPN account created and MFA enrolment completed with the contractor. Access profile restricted to the dev-VLAN subnet 10.20.0.0/24. Development environment credentials issued via the secure credential store. Account expiry set to the contract end date. Contractor confirmed successful connection.,24,2026-04-05T09:39:59,2026-04-05T23:11:35,2026-04-09T10:01:07,False,False,,5
TKT-00118,2026-04-26T07:21:52,2026-04-27T19:04:13,CUST-011,AGT-002,CAT-012,P2,Closed,SSO authentication failure for project management tool,Receiving an SSO authentication error when attempting to access the corporate project management tool via the internal SSO portal. Error message states SAML assertion validation failed. All other SSO-enabled applications are working correctly. The issue affects multiple users.,The SAML signing certificate for the project management application integration had expired. New certificate generated and uploaded to the service provider. IdP metadata updated with the new certificate fingerprint. SSO login confirmed working for all affected users within 20 minutes.,8,2026-04-26T10:18:31,2026-04-26T09:35:06,2026-04-27T19:04:13,False,False,,5
TKT-00119,2026-06-30T10:59:19,2026-06-30T16:24:34,CUST-002,AGT-004,CAT-014,P2,In Progress,New starter requires security clearance badge and building access,A new team member starting next week requires a building access badge for the main office and the secure data centre floor. Security clearance documentation has been submitted to HR. Badge should be ready for collection from reception on the first morning.,,8,2026-06-30T11:49:23,,,True,False,,
TKT-00120,2026-06-26T11:07:51,2026-06-27T07:38:59,CUST-002,AGT-007,CAT-009,P4,Pending Customer,Payroll export failing validation — preventing weekly submission,The weekly payroll export to the payroll provider is failing at the validation step before transmission. The error message references an invalid format in the tax file number field for three specific employee records. The payroll export has not been submitted successfully this week and payroll processing is at risk.,,72,2026-06-26T13:48:37,,,True,False,,
TKT-00121,2026-05-26T09:51:33,2026-06-02T06:08:55,CUST-013,AGT-003,CAT-014,P3,Closed,New starter laptop not delivered on first day,A new team member has started today but their laptop and standard equipment pack have not been delivered. They were expecting the equipment to be ready for their first day as per the onboarding confirmation. They cannot complete any digital work and are restricted to in-person induction sessions only.,Equipment pack was delayed in transit from the central warehouse. A spare configured laptop issued immediately to allow the new starter to begin productive work. Permanent equipment pack received and configured the following morning. Apology communicated to the new starter and their line manager.,24,2026-05-26T12:04:03,2026-05-28T23:54:52,2026-06-02T06:08:55,True,False,,3
TKT-00122,2026-06-24T08:28:38,2026-06-25T04:01:15,CUST-003,AGT-008,CAT-009,P2,In Progress,Customer portal returning 503 Service Unavailable to all external users,All customers are receiving a 503 Service Unavailable error when attempting to log in to the self-service portal. The error has been occurring since approximately 2pm and is affecting every customer login attempt. Internal access to back-end systems is unaffected.,,8,2026-06-24T10:34:39,,,True,True,Business impact confirmed — production system down affecting multiple users,
TKT-00123,2026-06-25T16:04:42,2026-06-26T11:39:49,CUST-020,AGT-004,CAT-014,P4,In Progress,Accounts not provisioned two days after start date,"Two days into a new role and access to core business systems has not been provisioned. Email is working but the ERP system, BI platform, and internal project portal are all inaccessible. Inability to access these systems is preventing meaningful contribution to the team.",,72,2026-06-25T17:39:58,,,True,False,,
TKT-00124,2026-03-12T09:50:28,2026-03-12T13:51:29,CUST-001,AGT-009,CAT-007,P2,Resolved,Unable to access internal SharePoint from the Sydney office network,All users on the Sydney office floor are unable to access the internal SharePoint site. The site is accessible from other office locations and via VPN when working remotely. Error message is ERR_CONNECTION_TIMED_OUT. Approximately 40 users are affected and cannot access shared documents.,Identified a misconfigured ACL rule on the core distribution switch blocking port 443 traffic originating from VLAN 20. Rule corrected and traffic flow restored. SharePoint access confirmed for all affected users within 10 minutes.,8,2026-03-12T10:08:09,2026-03-12T13:05:33,,False,False,,
TKT-00125,2026-06-24T08:04:36,2026-06-24T15:13:53,CUST-020,AGT-002,CAT-011,P2,Pending Customer,User requires read-only database access for audit review,The internal audit team requires temporary read-only access to the production database for a scheduled compliance review. Access is required for two auditors for 10 business days. CISO approval is attached. Access should be automatically removed at the end of the review period.,,8,2026-06-24T09:14:26,,,True,True,SLA breach threshold exceeded — escalated per priority handling procedure,
TKT-00126,2026-04-20T12:35:07,2026-04-24T19:51:46,CUST-006,AGT-010,CAT-007,P3,Closed,Intermittent Wi-Fi drops in Level 2 meeting rooms during peak hours,Multiple users and teams are experiencing intermittent Wi-Fi disconnections in Level 2 meeting rooms MR-201 through MR-205. The issue is most severe between 9am and 12pm and appears to correlate directly with room occupancy. Client-facing meetings are being disrupted.,Access point AP-L2-04 was operating at 100% channel utilisation during peak hours. Deployed a second access point for load balancing and adjusted channel allocation across the floor to minimise co-channel interference. Connection stability confirmed via monitoring over the following two business days.,24,2026-04-20T14:43:37,2026-04-21T02:27:53,2026-04-24T19:51:46,False,False,,5
TKT-00127,2026-04-08T12:05:51,2026-04-12T03:39:12,CUST-005,AGT-011,CAT-008,P4,Closed,Warehouse management system scan response degraded across all terminals,The warehouse management system is running extremely slowly across all scanning terminals in the facility. Individual scan operations are taking 8-10 seconds instead of the near-instant response expected. The slowdown is directly impacting dispatch targets and warehouse throughput.,"Application server diagnostic revealed a log file that had grown to 180GB on the primary data volume, causing severe disk I/O contention. Log file archived to secondary storage and disk space cleared. WMS response times returned to normal within minutes. Log rotation policy applied.",72,2026-04-08T14:08:03,2026-04-10T02:37:02,2026-04-12T03:39:12,False,False,,4
TKT-00128,2026-06-29T08:07:12,2026-06-29T08:13:38,CUST-006,AGT-009,CAT-007,P4,Open,New office site unable to reach head office file server,The newly onboarded Brisbane office site cannot reach the head office file server. Ping to the server IP times out from all Brisbane machines. General internet access is working. The site-to-site VPN shows as connected on both the Brisbane and head office firewall consoles.,,72,,,,False,False,,
TKT-00129,2026-01-03T14:04:19,2026-01-04T07:39:05,CUST-012,AGT-004,CAT-011,P3,Resolved,Access revocation required for departed employee — immediate action,"A team member departed the organisation yesterday afternoon. Please confirm their access has been revoked across all systems including Active Directory, email, VPN, CRM, and building access. The HR offboarding form has been submitted and is attached.",AD account disabled immediately on ticket receipt. Exchange mailbox placed on litigation hold and auto-reply configured. CRM and VPN access revoked. Building access card deactivated. IT equipment collection scheduled for end of week. All revocations logged per offboarding procedure.,24,2026-01-03T15:41:47,2026-01-04T07:30:14,,False,False,,
TKT-00130,2026-02-26T14:22:08,2026-02-28T03:18:57,CUST-003,AGT-002,CAT-015,P3,Closed,Query about laptop refresh eligibility,"Laptop is approximately 4 years old and running noticeably slower than when new. Would like to understand the organisation device refresh policy and whether the current device is eligible for replacement, and if so what the process is to request one.",Confirmed the 4-year device refresh policy and verified the device against the asset register — it passed its 4-year mark 3 months ago and is eligible. Hardware replacement request raised on the user behalf. Estimated delivery timeline of 5-7 business days communicated.,24,2026-02-26T15:43:24,2026-02-26T18:53:59,2026-02-28T03:18:57,False,False,,3
TKT-00131,2026-06-26T13:18:54,2026-06-27T12:56:12,CUST-011,AGT-009,CAT-007,P4,In Progress,Intermittent Wi-Fi drops in Level 2 meeting rooms during peak hours,Multiple users and teams are experiencing intermittent Wi-Fi disconnections in Level 2 meeting rooms MR-201 through MR-205. The issue is most severe between 9am and 12pm and appears to correlate directly with room occupancy. Client-facing meetings are being disrupted.,,72,2026-06-26T13:59:03,,,True,False,,
TKT-00132,2026-06-11T09:41:10,2026-06-15T09:54:23,CUST-010,AGT-011,CAT-008,P3,Closed,Database query performance degraded after weekend maintenance,"Following the weekend maintenance window, database query performance has degraded significantly across multiple business applications. Queries that previously completed in under 1 second are now taking 15-30 seconds. Applications are displaying timeout errors to end users.",Post-maintenance script had dropped and failed to recreate 12 non-clustered indexes on high-traffic tables. Indexes recreated from the pre-maintenance index configuration backup. Application performance confirmed restored. Pre-maintenance checklist updated to include index integrity verification.,24,2026-06-11T10:13:59,2026-06-12T01:23:33,2026-06-15T09:54:23,False,False,,5
TKT-00133,2026-06-11T10:13:49,2026-06-11T23:52:17,CUST-001,AGT-004,CAT-011,P1,In Progress,User requires read-only database access for audit review,The internal audit team requires temporary read-only access to the production database for a scheduled compliance review. Access is required for two auditors for 10 business days. CISO approval is attached. Access should be automatically removed at the end of the review period.,,2,2026-06-11T10:46:39,,,True,True,Regulatory compliance risk identified — escalated to security team lead,
TKT-00134,2026-02-04T08:43:25,2026-02-09T10:12:53,CUST-010,AGT-003,CAT-012,P3,Closed,SSO authentication failure for project management tool,Receiving an SSO authentication error when attempting to access the corporate project management tool via the internal SSO portal. Error message states SAML assertion validation failed. All other SSO-enabled applications are working correctly. The issue affects multiple users.,The SAML signing certificate for the project management application integration had expired. New certificate generated and uploaded to the service provider. IdP metadata updated with the new certificate fingerprint. SSO login confirmed working for all affected users within 20 minutes.,24,2026-02-04T09:02:06,2026-02-06T13:47:23,2026-02-09T10:12:53,True,False,,2
TKT-00135,2026-05-02T12:25:08,2026-05-05T21:28:34,CUST-011,AGT-003,CAT-011,P4,Closed,User requires read-only database access for audit review,The internal audit team requires temporary read-only access to the production database for a scheduled compliance review. Access is required for two auditors for 10 business days. CISO approval is attached. Access should be automatically removed at the end of the review period.,Read-only database role created with access restricted to the five tables specified in the audit scope. Role assigned to both auditor accounts. Account expiry set in the access management system for automatic revocation. Audit team confirmed successful connection and data access.,72,2026-05-02T14:08:51,2026-05-03T22:43:44,2026-05-05T21:28:34,False,False,,4
TKT-00136,2026-06-13T10:26:15,2026-06-14T06:33:08,CUST-010,AGT-009,CAT-007,P4,In Progress,Intermittent Wi-Fi drops in Level 2 meeting rooms during peak hours,Multiple users and teams are experiencing intermittent Wi-Fi disconnections in Level 2 meeting rooms MR-201 through MR-205. The issue is most severe between 9am and 12pm and appears to correlate directly with room occupancy. Client-facing meetings are being disrupted.,,72,2026-06-13T13:14:43,,,True,False,,
TKT-00137,2026-06-20T08:01:05,2026-06-20T15:13:17,CUST-006,AGT-010,CAT-008,P3,In Progress,Database query performance degraded after weekend maintenance,"Following the weekend maintenance window, database query performance has degraded significantly across multiple business applications. Queries that previously completed in under 1 second are now taking 15-30 seconds. Applications are displaying timeout errors to end users.",,24,2026-06-20T09:26:38,,,True,False,,
TKT-00138,2026-06-24T10:56:53,2026-06-24T14:38:17,CUST-002,AGT-004,CAT-011,P1,Pending Customer,Contractor requires VPN and development environment access for 3-month engagement,A contractor joining on Monday is beginning a 3-month engagement and requires VPN access and credentials for the development environment. Network access should be restricted to the development VLAN only. Project lead approval is attached.,,2,2026-06-24T11:25:25,,,True,True,Third consecutive occurrence of same issue — pattern escalation triggered,
TKT-00139,2026-06-30T07:12:23,2026-06-30T07:45:07,CUST-012,AGT-009,CAT-008,P4,Open,File server access degraded during business hours across all locations,"Users across all office locations are experiencing slow file server access, particularly when opening or saving Microsoft Office documents on the shared drives. The problem appears only during business hours. Out-of-hours testing shows normal performance.",,72,,,,False,False,,
TKT-00140,2026-06-29T12:39:07,2026-06-29T13:05:46,CUST-009,,CAT-012,P4,Open,Account locked out after return from leave — urgent client call in 45 minutes,"Account locked out after multiple failed login attempts on returning from annual leave. Unable to access email, VPN, or any corporate systems. A client call is scheduled in 45 minutes that requires access to CRM and the shared presentation drive. Urgent assistance needed.",,72,,,,False,False,,
TKT-00141,2026-04-24T12:25:32,2026-04-28T05:27:55,CUST-011,AGT-005,CAT-013,P3,Closed,Inbound emails from supplier domain not being received,Emails from the organisation primary supplier are not arriving in any recipient inbox. The supplier has confirmed the emails are being sent and no bounce notifications are being returned. The issue has been occurring for approximately two days. All other external email traffic is operating normally.,The sending domain had recently migrated to new mail server IP addresses which were listed on the Spamhaus blocklist. A temporary bypass whitelist entry applied for the supplier domain to immediately restore mail flow. Delisting request submitted to Spamhaus.,24,2026-04-24T12:38:18,2026-04-25T05:31:55,2026-04-28T05:27:55,False,False,,3
TKT-00142,2026-06-22T13:10:25,2026-06-23T02:30:04,CUST-005,AGT-003,CAT-014,P2,Pending Customer,Accounts not provisioned two days after start date,"Two days into a new role and access to core business systems has not been provisioned. Email is working but the ERP system, BI platform, and internal project portal are all inaccessible. Inability to access these systems is preventing meaningful contribution to the team.",,8,2026-06-22T14:44:41,,,True,False,,
TKT-00143,2026-04-23T07:37:19,2026-04-29T11:29:47,CUST-016,AGT-001,CAT-011,P4,Closed,User requires read-only database access for audit review,The internal audit team requires temporary read-only access to the production database for a scheduled compliance review. Access is required for two auditors for 10 business days. CISO approval is attached. Access should be automatically removed at the end of the review period.,Read-only database role created with access restricted to the five tables specified in the audit scope. Role assigned to both auditor accounts. Account expiry set in the access management system for automatic revocation. Audit team confirmed successful connection and data access.,72,2026-04-23T09:05:53,2026-04-25T09:52:49,2026-04-29T11:29:47,False,False,,4
TKT-00144,2026-06-20T07:46:39,2026-06-20T16:04:22,CUST-019,AGT-004,CAT-012,P3,In Progress,MFA authenticator app inaccessible after phone replacement,Mobile phone was replaced and the Microsoft Authenticator app data was not transferred to the new device. MFA challenges cannot be completed and login to all corporate systems is blocked. Old phone is available but the SIM card has been transferred to the new device.,,24,2026-06-20T10:15:37,,,True,False,,
TKT-00145,2026-06-21T08:13:26,2026-06-21T23:49:54,CUST-004,AGT-004,CAT-011,P2,In Progress,New finance team member requires ERP access before Monday start date,A new team member joining the finance department on Monday requires access to the accounts payable and general ledger modules in the ERP system. Manager approval has been provided via email and is attached. Access must be provisioned and tested before their first day.,,8,2026-06-21T10:22:14,,,True,False,,
TKT-00146,2026-06-24T11:11:29,2026-06-25T06:50:47,CUST-016,AGT-003,CAT-015,P3,In Progress,How to configure VPN on a personal device for international travel,Travelling internationally next month for a conference and would like to configure VPN access on a personal laptop as a backup in case the corporate device has issues. Unsure whether this is permitted under IT policy and how to proceed if it is.,,24,2026-06-24T12:19:07,,,True,False,,
TKT-00147,2026-06-27T10:14:19,2026-06-28T00:04:34,CUST-009,AGT-003,CAT-012,P3,In Progress,MFA authenticator app inaccessible after phone replacement,Mobile phone was replaced and the Microsoft Authenticator app data was not transferred to the new device. MFA challenges cannot be completed and login to all corporate systems is blocked. Old phone is available but the SIM card has been transferred to the new device.,,24,2026-06-27T12:20:25,,,True,False,,
TKT-00148,2026-02-06T13:17:18,2026-02-09T03:07:30,CUST-018,AGT-005,CAT-010,P4,Resolved,Forecast report calculating negative inventory values,The weekly inventory forecast report is producing negative stock-on-hand values for 14 product lines. Negative inventory is not operationally possible and the figures are being queried by the operations team. The report was running correctly until last week.,A recent data load had introduced duplicate records in the inventory adjustment staging table due to a broken deduplication step in the ETL pipeline. Duplicate records removed and ETL deduplication step restored. Historical data for the affected period corrected. Report re-run and all inventory values confirmed non-negative.,72,2026-02-06T15:21:01,2026-02-09T01:29:18,,False,False,,
TKT-00149,2026-06-30T09:28:41,2026-06-30T10:03:18,CUST-005,,CAT-015,P2,Open,Request for second monitor for home office setup,Working remotely three days per week and would like to request a second external monitor for the home office setup. Line manager has provided verbal approval. Requesting information on the available options and the process for requesting peripherals for remote work.,,8,,,,True,True,Customer threatened contract review if not resolved within 2 hours,
TKT-00150,2026-06-18T08:37:15,2026-06-19T01:58:26,CUST-009,AGT-002,CAT-014,P2,In Progress,New starter laptop not delivered on first day,A new team member has started today but their laptop and standard equipment pack have not been delivered. They were expecting the equipment to be ready for their first day as per the onboarding confirmation. They cannot complete any digital work and are restricted to in-person induction sessions only.,,8,2026-06-18T10:39:48,,,True,False,,
